Date,Region,Country,Elevation (m),Wind (Beaufort),Temperature (°C),Precipitation (mm),Snow Depth (cm)
2023-07-26,St. Anton am Arlberg,Austria,1304,7,9.9,0,0
2023-07-27,St. Anton am Arlberg,Austria,1304,7,9.8,14.1,0
2023-07-28,St. Anton am Arlberg,Austria,1304,5,23.4,2.1,0
2023-07-29,St. Anton am Arlberg,Austria,1304,7,15.9,11.2,0
2023-07-30,St. Anton am Arlberg,Austria,1304,4,17.6,0,0
2023-07-31,St. Anton am Arlberg,Austria,1304,7,17.4,0,0
2023-08-01,St. Anton am Arlberg,Austria,1304,4,6.5,0,0
2023-08-02,St. Anton am Arlberg,Austria,1304,3,17.4,3.6,0
2023-08-03,St. Anton am Arlberg,Austria,1304,3,12.3,0.2,0
2023-08-04,St. Anton am Arlberg,Austria,1304,4,11.3,0,0
2023-08-05,St. Anton am Arlberg,Austria,1304,5,22.2,0,0
2023-08-06,St. Anton am Arlberg,Austria,1304,5,15.9,9.3,0
2023-08-07,St. Anton am Arlberg,Austria,1304,4,6.5,0,0
2023-08-08,St. Anton am Arlberg,Austria,1304,5,13.5,0,0
2023-08-09,St. Anton am Arlberg,Austria,1304,5,20.4,0,0
2023-08-10,St. Anton am Arlberg,Austria,1304,6,17.1,0,0
2023-08-11,St. Anton am Arlberg,Austria,1304,4,22,0,0
2023-08-12,St. Anton am Arlberg,Austria,1304,6,9.8,19.1,0
2023-08-13,St. Anton am Arlberg,Austria,1304,7,18,0,0
2023-08-14,St. Anton am Arlberg,Austria,1304,6,17,0,0
2023-08-15,St. Anton am Arlberg,Austria,1304,6,11.9,4.1,0
2023-08-16,St. Anton am Arlberg,Austria,1304,5,12,0,0
2023-08-17,St. Anton am Arlberg,Austria,1304,5,24,0,0
2023-08-18,St. Anton am Arlberg,Austria,1304,4,16.3,8.2,0
2023-08-19,St. Anton am Arlberg,Austria,1304,7,20.3,0,0
2023-08-20,St. Anton am Arlberg,Austria,1304,4,12.1,0,0
2023-08-21,St. Anton am Arlberg,Austria,1304,5,17.3,0,0
2023-08-22,St. Anton am Arlberg,Austria,1304,5,20.8,0,0
2023-08-23,St. Anton am Arlberg,Austria,1304,6,9.6,15.1,0
2023-08-24,St. Anton am Arlberg,Austria,1304,6,13.6,0,0
2023-08-25,St. Anton am Arlberg,Austria,1304,5,4.9,0,0
2023-08-26,St. Anton am Arlberg,Austria,1304,6,14.6,0,0
2023-08-27,St. Anton am Arlberg,Austria,1304,5,19.4,0,0
2023-08-28,St. Anton am Arlberg,Austria,1304,6,8.5,0,0
2023-08-29,St. Anton am Arlberg,Austria,1304,4,13.3,0,0
2023-08-30,St. Anton am Arlberg,Austria,1304,5,4.5,0,0
2023-08-31,St. Anton am Arlberg,Austria,1304,6,16.9,0,0
2023-09-01,St. Anton am Arlberg,Austria,1304,6,13.3,0,0
2023-09-02,St. Anton am Arlberg,Austria,1304,6,12,0,0
2023-09-03,St. Anton am Arlberg,Austria,1304,5,21,0,0
2023-09-04,St. Anton am Arlberg,Austria,1304,4,16,0,0
2023-09-05,St. Anton am Arlberg,Austria,1304,6,12.2,0,0
2023-09-06,St. Anton am Arlberg,Austria,1304,6,14.5,0,0
2023-09-07,St. Anton am Arlberg,Austria,1304,3,18.1,0,0
2023-09-08,St. Anton am Arlberg,Austria,1304,4,20.2,0,0
2023-09-09,St. Anton am Arlberg,Austria,1304,6,12.8,0,0
2023-09-10,St. Anton am Arlberg,Austria,1304,5,16.4,0,0
2023-09-11,St. Anton am Arlberg,Austria,1304,6,19,3.6,0
2023-09-12,St. Anton am Arlberg,Austria,1304,7,18.5,0,0
2023-09-13,St. Anton am Arlberg,Austria,1304,7,12.1,6,0
2023-09-14,St. Anton am Arlberg,Austria,1304,7,21.4,0,0
2023-09-15,St. Anton am Arlberg,Austria,1304,5,12.2,12.9,0
2023-09-16,St. Anton am Arlberg,Austria,1304,4,16.8,3.9,0
2023-09-17,St. Anton am Arlberg,Austria,1304,4,11.9,0,0
2023-09-18,St. Anton am Arlberg,Austria,1304,4,16.3,9.2,0
2023-09-19,St. Anton am Arlberg,Austria,1304,5,15,6.7,0
2023-09-20,St. Anton am Arlberg,Austria,1304,5,3.1,0,0
2023-09-21,St. Anton am Arlberg,Austria,1304,4,19,0,0
2023-09-22,St. Anton am Arlberg,Austria,1304,3,19.9,0,0
2023-09-23,St. Anton am Arlberg,Austria,1304,4,9.3,0,0
2023-09-24,St. Anton am Arlberg,Austria,1304,6,16.1,0,0
2023-09-25,St. Anton am Arlberg,Austria,1304,6,20,0,0
2023-09-26,St. Anton am Arlberg,Austria,1304,6,16.2,2,0
2023-09-27,St. Anton am Arlberg,Austria,1304,5,14.6,12.3,0
2023-09-28,St. Anton am Arlberg,Austria,1304,7,10.3,0,0
2023-09-29,St. Anton am Arlberg,Austria,1304,5,7.1,0,0
2023-09-30,St. Anton am Arlberg,Austria,1304,6,11.6,0,0
2023-10-01,St. Anton am Arlberg,Austria,1304,4,7,0,0
2023-10-02,St. Anton am Arlberg,Austria,1304,6,18.9,5.9,0
2023-10-03,St. Anton am Arlberg,Austria,1304,3,21.1,0,0
2023-10-04,St. Anton am Arlberg,Austria,1304,7,10.4,0,0
2023-10-05,St. Anton am Arlberg,Austria,1304,7,5.9,0,0
2023-10-06,St. Anton am Arlberg,Austria,1304,7,23.6,0,0
2023-10-07,St. Anton am Arlberg,Austria,1304,5,22.3,0,0
2023-10-08,St. Anton am Arlberg,Austria,1304,5,7.8,0,0
2023-10-09,St. Anton am Arlberg,Austria,1304,7,9.5,0,0
2023-10-10,St. Anton am Arlberg,Austria,1304,6,6.7,0,0
2023-10-11,St. Anton am Arlberg,Austria,1304,3,16,9.2,0
2023-10-12,St. Anton am Arlberg,Austria,1304,7,26.3,9,0
2023-10-13,St. Anton am Arlberg,Austria,1304,4,10.5,0,0
2023-10-14,St. Anton am Arlberg,Austria,1304,5,24.7,0,0
2023-10-15,St. Anton am Arlberg,Austria,1304,6,8.7,0,0
2023-10-16,St. Anton am Arlberg,Austria,1304,6,17,0,0
2023-10-17,St. Anton am Arlberg,Austria,1304,7,16.4,0,0
2023-10-18,St. Anton am Arlberg,Austria,1304,3,16.3,18.9,0
2023-10-19,St. Anton am Arlberg,Austria,1304,4,5,10.9,0
2023-10-20,St. Anton am Arlberg,Austria,1304,6,11.2,0,0
2023-10-21,St. Anton am Arlberg,Austria,1304,4,16.3,0,0
2023-10-22,St. Anton am Arlberg,Austria,1304,5,12.9,24.8,0
2023-10-23,St. Anton am Arlberg,Austria,1304,4,22.8,10.9,0
2023-10-24,St. Anton am Arlberg,Austria,1304,6,7.2,10.9,0
2023-10-25,St. Anton am Arlberg,Austria,1304,6,16.3,0,0
2023-10-26,St. Anton am Arlberg,Austria,1304,7,21.6,14.7,0
2023-10-27,St. Anton am Arlberg,Austria,1304,6,23,0,0
2023-10-28,St. Anton am Arlberg,Austria,1304,5,10.4,0,0
2023-10-29,St. Anton am Arlberg,Austria,1304,6,13,13.9,0
2023-10-30,St. Anton am Arlberg,Austria,1304,6,14.9,0,0
2023-10-31,St. Anton am Arlberg,Austria,1304,5,7.2,0,0
2023-11-01,St. Anton am Arlberg,Austria,1304,7,-9.4,0,78
2023-11-02,St. Anton am Arlberg,Austria,1304,4,-2.9,0,39
2023-11-03,St. Anton am Arlberg,Austria,1304,6,-7.8,0,48
2023-11-04,St. Anton am Arlberg,Austria,1304,4,0.1,0,74
2023-11-05,St. Anton am Arlberg,Austria,1304,7,1.3,0,54
2023-11-06,St. Anton am Arlberg,Austria,1304,4,-6.7,9.7,66
2023-11-07,St. Anton am Arlberg,Austria,1304,7,-12.3,10.6,51
2023-11-08,St. Anton am Arlberg,Austria,1304,5,-15,10.3,59
2023-11-09,St. Anton am Arlberg,Austria,1304,7,-7.7,5.7,76
2023-11-10,St. Anton am Arlberg,Austria,1304,6,-12.4,11.3,74
2023-11-11,St. Anton am Arlberg,Austria,1304,5,-13.4,0,31
2023-11-12,St. Anton am Arlberg,Austria,1304,6,-7.2,12.1,76
2023-11-13,St. Anton am Arlberg,Austria,1304,7,-13.3,11,56
2023-11-14,St. Anton am Arlberg,Austria,1304,7,-9.3,0.2,48
2023-11-15,St. Anton am Arlberg,Austria,1304,5,-1.7,7.3,70
2023-11-16,St. Anton am Arlberg,Austria,1304,4,-9.9,0,45
2023-11-17,St. Anton am Arlberg,Austria,1304,6,-12.8,14.3,35
2023-11-18,St. Anton am Arlberg,Austria,1304,7,-0.4,1.6,77
2023-11-19,St. Anton am Arlberg,Austria,1304,4,-4.9,7,74
2023-11-20,St. Anton am Arlberg,Austria,1304,6,-4.3,13.9,68
2023-11-21,St. Anton am Arlberg,Austria,1304,5,-5.6,0,61
2023-11-22,St. Anton am Arlberg,Austria,1304,6,-10.1,4.7,37
2023-11-23,St. Anton am Arlberg,Austria,1304,6,-7.9,3.6,53
2023-11-24,St. Anton am Arlberg,Austria,1304,4,-2.3,0,40
2023-11-25,St. Anton am Arlberg,Austria,1304,5,-2.9,14.4,41
2023-11-26,St. Anton am Arlberg,Austria,1304,4,-13,6.1,67
2023-11-27,St. Anton am Arlberg,Austria,1304,5,-10.6,2,37
2023-11-28,St. Anton am Arlberg,Austria,1304,7,-12.9,0,69
2023-11-29,St. Anton am Arlberg,Austria,1304,5,-6.6,0,64
2023-11-30,St. Anton am Arlberg,Austria,1304,4,-1,5.4,41
2023-12-01,St. Anton am Arlberg,Austria,1304,6,0.9,14.8,59
2023-12-02,St. Anton am Arlberg,Austria,1304,6,-7.3,0,46
2023-12-03,St. Anton am Arlberg,Austria,1304,7,-13.2,0,71
2023-12-04,St. Anton am Arlberg,Austria,1304,7,-2.2,1,64
2023-12-05,St. Anton am Arlberg,Austria,1304,6,-8.3,12.8,70
2023-12-06,St. Anton am Arlberg,Austria,1304,6,-6.8,7.3,60
2023-12-07,St. Anton am Arlberg,Austria,1304,6,-3,11.5,41
2023-12-08,St. Anton am Arlberg,Austria,1304,5,-6.5,3.9,57
2023-12-09,St. Anton am Arlberg,Austria,1304,5,-12.8,6.4,60
2023-12-10,St. Anton am Arlberg,Austria,1304,7,-6.7,10.1,55
2023-12-11,St. Anton am Arlberg,Austria,1304,5,-11.6,13.5,78
2023-12-12,St. Anton am Arlberg,Austria,1304,6,-6.6,0,76
2023-12-13,St. Anton am Arlberg,Austria,1304,7,0.4,0,71
2023-12-14,St. Anton am Arlberg,Austria,1304,7,-16.5,0,34
2023-12-15,St. Anton am Arlberg,Austria,1304,5,-8.9,1.5,39
2023-12-16,St. Anton am Arlberg,Austria,1304,4,-1.8,12.3,50
2023-12-17,St. Anton am Arlberg,Austria,1304,7,-2.1,10.9,43
2023-12-18,St. Anton am Arlberg,Austria,1304,7,-10.4,12.3,55
2023-12-19,St. Anton am Arlberg,Austria,1304,5,-14.6,0.2,67
2023-12-20,St. Anton am Arlberg,Austria,1304,5,-9.3,6.8,71
2023-12-21,St. Anton am Arlberg,Austria,1304,7,-11.6,10.6,36
2023-12-22,St. Anton am Arlberg,Austria,1304,4,-6.5,4.9,41
2023-12-23,St. Anton am Arlberg,Austria,1304,6,-13.1,7.8,66
2023-12-24,St. Anton am Arlberg,Austria,1304,5,-6.6,8.6,71
2023-12-25,St. Anton am Arlberg,Austria,1304,7,-6.5,0,67
2023-12-26,St. Anton am Arlberg,Austria,1304,6,-7.7,3.8,65
2023-12-27,St. Anton am Arlberg,Austria,1304,5,-5.7,1.5,61
2023-12-28,St. Anton am Arlberg,Austria,1304,6,-1.3,5.7,39
2023-12-29,St. Anton am Arlberg,Austria,1304,6,-9.6,9.8,35
2023-12-30,St. Anton am Arlberg,Austria,1304,7,-11.3,2.2,55
2023-12-31,St. Anton am Arlberg,Austria,1304,4,-5.8,0,30
2024-01-01,St. Anton am Arlberg,Austria,1304,6,-2.4,0,62
2024-01-02,St. Anton am Arlberg,Austria,1304,5,-6.7,12.1,73
2024-01-03,St. Anton am Arlberg,Austria,1304,6,-3.5,1.5,71
2024-01-04,St. Anton am Arlberg,Austria,1304,7,-7.1,10.2,42
2024-01-05,St. Anton am Arlberg,Austria,1304,5,-9.3,0,48
2024-01-06,St. Anton am Arlberg,Austria,1304,6,-13.3,0,69
2024-01-07,St. Anton am Arlberg,Austria,1304,5,-12.7,6,54
2024-01-08,St. Anton am Arlberg,Austria,1304,4,-11,0,31
2024-01-09,St. Anton am Arlberg,Austria,1304,7,-6,1.7,40
2024-01-10,St. Anton am Arlberg,Austria,1304,6,-1.3,11.5,50
2024-01-11,St. Anton am Arlberg,Austria,1304,7,-12.4,0,41
2024-01-12,St. Anton am Arlberg,Austria,1304,4,-8.4,6.5,39
2024-01-13,St. Anton am Arlberg,Austria,1304,4,-14.5,0,77
2024-01-14,St. Anton am Arlberg,Austria,1304,5,-13.6,5.1,66
2024-01-15,St. Anton am Arlberg,Austria,1304,6,-6.4,0,65
2024-01-16,St. Anton am Arlberg,Austria,1304,6,-6.7,2.1,43
2024-01-17,St. Anton am Arlberg,Austria,1304,4,-12.5,3.6,58
2024-01-18,St. Anton am Arlberg,Austria,1304,6,-0.7,2.3,52
2024-01-19,St. Anton am Arlberg,Austria,1304,5,-1.2,13,77
2024-01-20,St. Anton am Arlberg,Austria,1304,6,-2.9,10.3,56
2024-01-21,St. Anton am Arlberg,Austria,1304,7,-8.5,1.5,78
2024-01-22,St. Anton am Arlberg,Austria,1304,4,-5.5,12.8,38
2024-01-23,St. Anton am Arlberg,Austria,1304,7,-10.9,0,37
2024-01-24,St. Anton am Arlberg,Austria,1304,7,-11.9,3.9,73
2024-01-25,St. Anton am Arlberg,Austria,1304,7,-8.5,7.9,48
2024-01-26,St. Anton am Arlberg,Austria,1304,4,-4.9,2.2,49
2024-01-27,St. Anton am Arlberg,Austria,1304,7,-7.3,0,29
2024-01-28,St. Anton am Arlberg,Austria,1304,7,-9.4,0,55
2024-01-29,St. Anton am Arlberg,Austria,1304,4,-9.9,13.5,62
2024-01-30,St. Anton am Arlberg,Austria,1304,4,-5.3,0,45
2024-01-31,St. Anton am Arlberg,Austria,1304,4,-5.8,1.6,53
2024-02-01,St. Anton am Arlberg,Austria,1304,4,-8.6,5.2,41
2024-02-02,St. Anton am Arlberg,Austria,1304,4,-2.5,12.5,62
2024-02-03,St. Anton am Arlberg,Austria,1304,7,-0.1,0.9,34
2024-02-04,St. Anton am Arlberg,Austria,1304,4,-10.5,4.3,56
2024-02-05,St. Anton am Arlberg,Austria,1304,5,-1.7,3.9,73
2024-02-06,St. Anton am Arlberg,Austria,1304,6,-9.8,10.1,54
2024-02-07,St. Anton am Arlberg,Austria,1304,5,-8.6,8,73
2024-02-08,St. Anton am Arlberg,Austria,1304,7,-11.6,1.9,44
2024-02-09,St. Anton am Arlberg,Austria,1304,7,-10.7,1.4,66
2024-02-10,St. Anton am Arlberg,Austria,1304,4,-11.1,14.2,49
2024-02-11,St. Anton am Arlberg,Austria,1304,7,-12.4,11,48
2024-02-12,St. Anton am Arlberg,Austria,1304,4,-8.6,0,65
2024-02-13,St. Anton am Arlberg,Austria,1304,3,-10.1,8.2,44
2024-02-14,St. Anton am Arlberg,Austria,1304,6,-11.8,5.8,77
2024-02-15,St. Anton am Arlberg,Austria,1304,4,-8.5,0,31
2024-02-16,St. Anton am Arlberg,Austria,1304,4,-11,0,70
2024-02-17,St. Anton am Arlberg,Austria,1304,5,-10.6,0,66
2024-02-18,St. Anton am Arlberg,Austria,1304,6,-9.4,12.5,54
2024-02-19,St. Anton am Arlberg,Austria,1304,4,-8.9,11.1,34
2024-02-20,St. Anton am Arlberg,Austria,1304,5,-10.7,0,34
2024-02-21,St. Anton am Arlberg,Austria,1304,4,-6.3,2.5,51
2024-02-22,St. Anton am Arlberg,Austria,1304,5,-17,7.2,47
2024-02-23,St. Anton am Arlberg,Austria,1304,5,-2.2,2.5,37
2024-02-24,St. Anton am Arlberg,Austria,1304,4,-2.2,0,65
2024-02-25,St. Anton am Arlberg,Austria,1304,4,-7.1,2,76
2024-02-26,St. Anton am Arlberg,Austria,1304,4,-6.7,13.9,51
2024-02-27,St. Anton am Arlberg,Austria,1304,6,-6.9,0.8,36
2024-02-28,St. Anton am Arlberg,Austria,1304,4,-6.1,0,40
2024-02-29,St. Anton am Arlberg,Austria,1304,7,-10.1,4.6,74
2024-03-01,St. Anton am Arlberg,Austria,1304,3,-9.1,5.2,33
2024-03-02,St. Anton am Arlberg,Austria,1304,7,0.1,13.9,60
2024-03-03,St. Anton am Arlberg,Austria,1304,7,-3.8,5.2,64
2024-03-04,St. Anton am Arlberg,Austria,1304,3,-3.2,8.5,79
2024-03-05,St. Anton am Arlberg,Austria,1304,4,-9.1,10.8,41
2024-03-06,St. Anton am Arlberg,Austria,1304,4,-13.2,2.8,61
2024-03-07,St. Anton am Arlberg,Austria,1304,7,-13,0.2,70
2024-03-08,St. Anton am Arlberg,Austria,1304,5,-11.1,6,67
2024-03-09,St. Anton am Arlberg,Austria,1304,5,-4.7,9.6,62
2024-03-10,St. Anton am Arlberg,Austria,1304,7,-7.6,0,57
2024-03-11,St. Anton am Arlberg,Austria,1304,4,-2.2,4.6,59
2024-03-12,St. Anton am Arlberg,Austria,1304,7,-10.2,5.2,36
2024-03-13,St. Anton am Arlberg,Austria,1304,7,-1.5,8.9,34
2024-03-14,St. Anton am Arlberg,Austria,1304,4,-4.4,5.9,73
2024-03-15,St. Anton am Arlberg,Austria,1304,5,-1,0.3,74
2024-03-16,St. Anton am Arlberg,Austria,1304,7,-13,11,68
2024-03-17,St. Anton am Arlberg,Austria,1304,7,-12.7,3,51
2024-03-18,St. Anton am Arlberg,Austria,1304,4,-7.8,8.8,39
2024-03-19,St. Anton am Arlberg,Austria,1304,6,-4.5,0,74
2024-03-20,St. Anton am Arlberg,Austria,1304,7,0,0,46
2024-03-21,St. Anton am Arlberg,Austria,1304,5,-16.6,11.5,67
2024-03-22,St. Anton am Arlberg,Austria,1304,5,-12.1,12.6,47
2024-03-23,St. Anton am Arlberg,Austria,1304,5,-8.7,0,41
2024-03-24,St. Anton am Arlberg,Austria,1304,5,-3.1,3.9,52
2024-03-25,St. Anton am Arlberg,Austria,1304,4,-3,14,74
2024-03-26,St. Anton am Arlberg,Austria,1304,3,-6.3,9.2,68
2024-03-27,St. Anton am Arlberg,Austria,1304,7,-9.7,3.2,72
2024-03-28,St. Anton am Arlberg,Austria,1304,4,-10,12.7,60
2024-03-29,St. Anton am Arlberg,Austria,1304,6,-8.1,0,37
2024-03-30,St. Anton am Arlberg,Austria,1304,6,-9.2,3.1,65
2024-03-31,St. Anton am Arlberg,Austria,1304,5,-9.6,3.2,50
2024-04-01,St. Anton am Arlberg,Austria,1304,4,-0.6,8.6,36
2024-04-02,St. Anton am Arlberg,Austria,1304,7,-13.2,13.8,31
2024-04-03,St. Anton am Arlberg,Austria,1304,7,-5.4,0,61
2024-04-04,St. Anton am Arlberg,Austria,1304,4,-4.6,0,34
2024-04-05,St. Anton am Arlberg,Austria,1304,6,-4.4,14.2,60
2024-04-06,St. Anton am Arlberg,Austria,1304,5,-11.2,0,71
2024-04-07,St. Anton am Arlberg,Austria,1304,4,-4.4,2.3,55
2024-04-08,St. Anton am Arlberg,Austria,1304,5,-12.1,10.5,60
2024-04-09,St. Anton am Arlberg,Austria,1304,4,-5,0.6,69
2024-04-10,St. Anton am Arlberg,Austria,1304,7,-11,7.7,34
2024-04-11,St. Anton am Arlberg,Austria,1304,5,-3.4,10.8,43
2024-04-12,St. Anton am Arlberg,Austria,1304,6,-7.9,7.1,40
2024-04-13,St. Anton am Arlberg,Austria,1304,6,-6,6.6,33
2024-04-14,St. Anton am Arlberg,Austria,1304,4,-8.4,0,60
2024-04-15,St. Anton am Arlberg,Austria,1304,7,-6.7,0,61
2024-04-16,St. Anton am Arlberg,Austria,1304,7,-8,1.9,40
2024-04-17,St. Anton am Arlberg,Austria,1304,5,-4.1,8.2,52
2024-04-18,St. Anton am Arlberg,Austria,1304,7,-7.3,9.9,62
2024-04-19,St. Anton am Arlberg,Austria,1304,6,-11.2,5.2,63
2024-04-20,St. Anton am Arlberg,Austria,1304,6,-13.9,0,54
2024-04-21,St. Anton am Arlberg,Austria,1304,6,-7.2,11.8,52
2024-04-22,St. Anton am Arlberg,Austria,1304,4,-7.6,0.3,64
2024-04-23,St. Anton am Arlberg,Austria,1304,4,-11.2,10.3,63
2024-04-24,St. Anton am Arlberg,Austria,1304,5,-12.5,0.2,74
2024-04-25,St. Anton am Arlberg,Austria,1304,7,-10.7,10.7,79
2024-04-26,St. Anton am Arlberg,Austria,1304,7,-15,12.2,35
2024-04-27,St. Anton am Arlberg,Austria,1304,6,-0.3,0,64
2024-04-28,St. Anton am Arlberg,Austria,1304,3,-12.4,0.4,46
2024-04-29,St. Anton am Arlberg,Austria,1304,5,-6.9,0,70
2024-04-30,St. Anton am Arlberg,Austria,1304,6,-9.3,6.3,37
2024-05-01,St. Anton am Arlberg,Austria,1304,6,13.3,0,0
2024-05-02,St. Anton am Arlberg,Austria,1304,6,11.5,0,0
2024-05-03,St. Anton am Arlberg,Austria,1304,4,18.5,1.8,0
2024-05-04,St. Anton am Arlberg,Austria,1304,4,14.3,9.9,0
2024-05-05,St. Anton am Arlberg,Austria,1304,5,13.6,0,0
2024-05-06,St. Anton am Arlberg,Austria,1304,6,17.4,0,0
2024-05-07,St. Anton am Arlberg,Austria,1304,4,16.9,10.7,0
2024-05-08,St. Anton am Arlberg,Austria,1304,4,11.3,7.1,0
2024-05-09,St. Anton am Arlberg,Austria,1304,6,11.5,0,0
2024-05-10,St. Anton am Arlberg,Austria,1304,5,21.4,0,0
2024-05-11,St. Anton am Arlberg,Austria,1304,5,13.9,0,0
2024-05-12,St. Anton am Arlberg,Austria,1304,4,18.3,0,0
2024-05-13,St. Anton am Arlberg,Austria,1304,4,22.1,0,0
2024-05-14,St. Anton am Arlberg,Austria,1304,6,16.7,0,0
2024-05-15,St. Anton am Arlberg,Austria,1304,6,16.7,17.3,0
2024-05-16,St. Anton am Arlberg,Austria,1304,3,13.1,8.7,0
2024-05-17,St. Anton am Arlberg,Austria,1304,4,9.9,0,0
2024-05-18,St. Anton am Arlberg,Austria,1304,7,22.1,12.3,0
2024-05-19,St. Anton am Arlberg,Austria,1304,5,14,0,0
2024-05-20,St. Anton am Arlberg,Austria,1304,5,8.6,0,0
2024-05-21,St. Anton am Arlberg,Austria,1304,5,5.5,0,0
2024-05-22,St. Anton am Arlberg,Austria,1304,5,18.5,0,0
2024-05-23,St. Anton am Arlberg,Austria,1304,6,19.1,0,0
2024-05-24,St. Anton am Arlberg,Austria,1304,7,13.2,0,0
2024-05-25,St. Anton am Arlberg,Austria,1304,3,25.1,18.5,0
2024-05-26,St. Anton am Arlberg,Austria,1304,5,15.6,0,0
2024-05-27,St. Anton am Arlberg,Austria,1304,7,16.1,11.5,0
2024-05-28,St. Anton am Arlberg,Austria,1304,6,16.3,14.4,0
2024-05-29,St. Anton am Arlberg,Austria,1304,6,12.8,0,0
2024-05-30,St. Anton am Arlberg,Austria,1304,4,18,22.2,0
2024-05-31,St. Anton am Arlberg,Austria,1304,6,20,21,0
2024-06-01,St. Anton am Arlberg,Austria,1304,5,10.5,0,0
2024-06-02,St. Anton am Arlberg,Austria,1304,4,9.9,0,0
2024-06-03,St. Anton am Arlberg,Austria,1304,6,5.1,0,0
2024-06-04,St. Anton am Arlberg,Austria,1304,5,11.9,8.5,0
2024-06-05,St. Anton am Arlberg,Austria,1304,4,17.5,0,0
2024-06-06,St. Anton am Arlberg,Austria,1304,4,17.2,13.1,0
2024-06-07,St. Anton am Arlberg,Austria,1304,5,15.5,0,0
2024-06-08,St. Anton am Arlberg,Austria,1304,7,22.6,0,0
2024-06-09,St. Anton am Arlberg,Austria,1304,6,11.8,0,0
2024-06-10,St. Anton am Arlberg,Austria,1304,4,25.3,0,0
2024-06-11,St. Anton am Arlberg,Austria,1304,7,7,2,0
2024-06-12,St. Anton am Arlberg,Austria,1304,6,8.8,0,0
2024-06-13,St. Anton am Arlberg,Austria,1304,6,15.6,0,0
2024-06-14,St. Anton am Arlberg,Austria,1304,4,8.1,19.1,0
2024-06-15,St. Anton am Arlberg,Austria,1304,7,13,14.1,0
2024-06-16,St. Anton am Arlberg,Austria,1304,6,16.9,0,0
2024-06-17,St. Anton am Arlberg,Austria,1304,6,18.4,1.2,0
2024-06-18,St. Anton am Arlberg,Austria,1304,5,13,0,0
2024-06-19,St. Anton am Arlberg,Austria,1304,3,15.7,0,0
2024-06-20,St. Anton am Arlberg,Austria,1304,4,21,0,0
2024-06-21,St. Anton am Arlberg,Austria,1304,4,15.7,1.6,0
2024-06-22,St. Anton am Arlberg,Austria,1304,7,21.1,0,0
2024-06-23,St. Anton am Arlberg,Austria,1304,7,13.6,0,0
2024-06-24,St. Anton am Arlberg,Austria,1304,5,23.2,0,0
2024-06-25,St. Anton am Arlberg,Austria,1304,4,14.9,14.3,0
2024-06-26,St. Anton am Arlberg,Austria,1304,4,12.6,0,0
2024-06-27,St. Anton am Arlberg,Austria,1304,7,8,0,0
2024-06-28,St. Anton am Arlberg,Austria,1304,4,15.9,0,0
2024-06-29,St. Anton am Arlberg,Austria,1304,6,7.7,0,0
2024-06-30,St. Anton am Arlberg,Austria,1304,5,18,0,0
2024-07-01,St. Anton am Arlberg,Austria,1304,4,18.7,1.8,0
2024-07-02,St. Anton am Arlberg,Austria,1304,5,18.6,11.8,0
2024-07-03,St. Anton am Arlberg,Austria,1304,5,12.4,0,0
2024-07-04,St. Anton am Arlberg,Austria,1304,6,12.4,21.4,0
2024-07-05,St. Anton am Arlberg,Austria,1304,6,6.7,0,0
2024-07-06,St. Anton am Arlberg,Austria,1304,7,10.1,0,0
2024-07-07,St. Anton am Arlberg,Austria,1304,4,25.6,0,0
2024-07-08,St. Anton am Arlberg,Austria,1304,4,11.3,0,0
2024-07-09,St. Anton am Arlberg,Austria,1304,4,9.1,0,0
2024-07-10,St. Anton am Arlberg,Austria,1304,7,10.6,17.6,0
2024-07-11,St. Anton am Arlberg,Austria,1304,6,17.3,3.6,0
2024-07-12,St. Anton am Arlberg,Austria,1304,5,9.5,0,0
2024-07-13,St. Anton am Arlberg,Austria,1304,4,17,0,0
2024-07-14,St. Anton am Arlberg,Austria,1304,5,9.4,0,0
2024-07-15,St. Anton am Arlberg,Austria,1304,4,10.2,14.4,0
2024-07-16,St. Anton am Arlberg,Austria,1304,5,10.3,0.4,0
2024-07-17,St. Anton am Arlberg,Austria,1304,5,24.2,13.7,0
2024-07-18,St. Anton am Arlberg,Austria,1304,7,9.2,2.1,0
2024-07-19,St. Anton am Arlberg,Austria,1304,5,8.3,0,0
2024-07-20,St. Anton am Arlberg,Austria,1304,7,16,0,0
2024-07-21,St. Anton am Arlberg,Austria,1304,4,9.6,0,0
2024-07-22,St. Anton am Arlberg,Austria,1304,4,12.7,0,0
2024-07-23,St. Anton am Arlberg,Austria,1304,4,13.5,0,0
2024-07-24,St. Anton am Arlberg,Austria,1304,4,11.6,7.5,0
2024-07-25,St. Anton am Arlberg,Austria,1304,4,12.1,0,0
2024-07-26,St. Anton am Arlberg,Austria,1304,5,9.8,19.1,0
2024-07-27,St. Anton am Arlberg,Austria,1304,6,18.3,0,0
2024-07-28,St. Anton am Arlberg,Austria,1304,6,14.1,0,0
2024-07-29,St. Anton am Arlberg,Austria,1304,5,13.6,10.5,0
2024-07-30,St. Anton am Arlberg,Austria,1304,4,4.2,0,0
2024-07-31,St. Anton am Arlberg,Austria,1304,4,16.2,20.7,0
2024-08-01,St. Anton am Arlberg,Austria,1304,6,14.2,0,0
2024-08-02,St. Anton am Arlberg,Austria,1304,6,5.7,18.9,0
2024-08-03,St. Anton am Arlberg,Austria,1304,4,9.3,0,0
