Region,Country,Date,Elevation (m),Wind (Beaufort),Temperature (Â°C),Snow Depth (cm),Precipitation (mm),Daily Snow Depth (cm),Monthly Snow Depth (cm),Mean Snow Depth (cm),Max Snow Depth (cm),Days where AVG Temp < 0C
Sorenberg,Switzerland,15/04/2016,,,,47,,,47,2.233333333,20,8
Sorenberg,Switzerland,12/05/2016,,,,7,,,7,0.290322581,6,2
Sorenberg,Switzerland,05/10/2016,,,,3,,,3,0.096774194,2,2
Sorenberg,Switzerland,12/11/2016,,,,49,,,49,4.266666667,21,14
Sorenberg,Switzerland,22/12/2016,,,,2,,,2,0.064516129,2,1
Sorenberg,Switzerland,19/01/2017,,,,140,,,140,34.80645161,78,29
Sorenberg,Switzerland,26/02/2017,,,,55,,,55,17.28571429,37,25
Sorenberg,Switzerland,01/03/2017,,,,24,,,24,1.451612903,17,6
Sorenberg,Switzerland,12/04/2017,,,,93,,,93,6.4,50,9
Sorenberg,Switzerland,25/05/2017,,,,0,,,0,2.161290323,25,4
Sorenberg,Switzerland,16/10/2017,,,,0,,,0,0,0,0
Sorenberg,Switzerland,23/11/2017,,,,87,,,87,8.833333333,28,22
Sorenberg,Switzerland,24/12/2017,,,,148,,,148,25.70967742,57,31
Sorenberg,Switzerland,19/01/2018,,,,55,,,55,6.838709677,35,14
Sorenberg,Switzerland,02/02/2018,,,,61,,,61,6.357142857,29,26
Sorenberg,Switzerland,27/03/2018,,,,67,,,67,4.129032258,24,17
Sorenberg,Switzerland,10/04/2018,,,,3,,,3,1,17,3
Sorenberg,Switzerland,05/05/2018,,,,0,,,0,0,0,0
Sorenberg,Switzerland,18/10/2018,,,,9,,,9,0.483870968,9,2
Sorenberg,Switzerland,30/11/2018,,,,3,,,3,0.166666667,2,4
Sorenberg,Switzerland,29/12/2018,,,,24,,,24,4.35483871,15,16
Sorenberg,Switzerland,03/01/2019,,,,145,,,145,36,64,30
Sorenberg,Switzerland,26/02/2019,,,,59,,,59,48.03571429,74,28
Sorenberg,Switzerland,14/03/2019,,,,44,,,44,4.35483871,19,15
Sorenberg,Switzerland,05/04/2019,,,,43,,,43,2.133333333,23,6
Sorenberg,Switzerland,30/05/2019,,,,33,,,33,2.032258065,25,5
Splugen,Switzerland,03/01/2015,,,,42,,,42,11.87096774,25,31
Splugen,Switzerland,17/02/2015,,,,63,,,63,29.10714286,61,28
Splugen,Switzerland,23/03/2015,,,,18,,,18,27.35483871,47,30
Splugen,Switzerland,27/04/2015,,,,14,,,14,0.466666667,6,4
Splugen,Switzerland,07/05/2015,,,,10,,,10,0.322580645,10,1
Splugen,Switzerland,02/10/2015,,,,27,,,27,1.322580645,13,4
Splugen,Switzerland,20/11/2015,,,,3,,,3,0.266666667,2,5
Splugen,Switzerland,09/12/2015,,,,0,,,0,0,0,0
Splugen,Switzerland,03/01/2016,,,,29,,,29,6.967741935,10,29
Splugen,Switzerland,06/02/2016,,,,82,,,82,31.48275862,49,29
Splugen,Switzerland,21/03/2016,,,,99,,,99,48.83870968,104,31
Splugen,Switzerland,23/04/2016,,,,43,,,43,2.4,19,8
Splugen,Switzerland,16/05/2016,,,,0,,,0,0,0,0
Splugen,Switzerland,04/10/2016,,,,2,,,2,0.064516129,2,1
Splugen,Switzerland,04/11/2016,,,,28,,,28,3.933333333,16,12
Splugen,Switzerland,09/12/2016,,,,2,,,2,0.096774194,1,3
Splugen,Switzerland,13/01/2017,,,,31,,,31,10.19354839,18,28
Splugen,Switzerland,21/02/2017,,,,61,,,61,18.75,34,28
Splugen,Switzerland,13/03/2017,,,,66,,,66,22.96774194,55,23
Splugen,Switzerland,21/04/2017,,,,59,,,59,3.933333333,47,7
Splugen,Switzerland,29/05/2017,,,,6,,,6,0.516129032,10,4
Splugen,Switzerland,09/10/2017,,,,0,,,0,0,0,0
Splugen,Switzerland,23/11/2017,,,,44,,,44,5.266666667,15,25
Splugen,Switzerland,14/12/2017,,,,105,,,105,24.87096774,62,31
Splugen,Switzerland,26/01/2018,,,,177,,,177,72.93548387,112,31
Splugen,Switzerland,02/02/2018,,,,38,,,38,90.96428571,100,28
Splugen,Switzerland,17/03/2018,,,,49,,,49,83.80645161,101,31
Splugen,Switzerland,20/04/2018,,,,13,,,13,20.96666667,73,17
Splugen,Switzerland,19/05/2018,,,,0,,,0,0,0,0
Splugen,Switzerland,02/10/2018,,,,59,,,59,4.258064516,59,4
Splugen,Switzerland,12/11/2018,,,,11,,,11,2.333333333,15,11
Splugen,Switzerland,20/12/2018,,,,95,,,95,25.19354839,59,24
Splugen,Switzerland,23/01/2019,,,,130,,,130,57.4516129,93,31
Splugen,Switzerland,04/02/2019,,,,58,,,58,80.35714286,99,28
Splugen,Switzerland,02/03/2019,,,,71,,,71,55.77419355,85,31
Splugen,Switzerland,12/04/2019,,,,36,,,36,13.96666667,44,19
Splugen,Switzerland,28/05/2019,,,,4,,,4,0.129032258,4,1
St_Antonien,Switzerland,22/01/2015,,,,119,,,119,38.96774194,73,31
St_Antonien,Switzerland,09/02/2015,,,,82,,,82,66.60714286,82,28
St_Antonien,Switzerland,07/03/2015,,,,69,,,69,59.64516129,82,31
St_Antonien,Switzerland,02/04/2015,,,,80,,,80,32.63333333,85,22
St_Antonien,Switzerland,06/05/2015,,,,5,,,5,0.161290323,5,1
St_Antonien,Switzerland,15/10/2015,,,,16,,,16,0.580645161,10,3
St_Antonien,Switzerland,08/11/2015,,,,35,,,35,4.133333333,18,10
St_Antonien,Switzerland,19/12/2015,,,,5,,,5,6.35483871,12,31
St_Antonien,Switzerland,27/01/2016,,,,214,,,214,48.5483871,84,31
St_Antonien,Switzerland,28/02/2016,,,,143,,,143,87.96551724,106,29
St_Antonien,Switzerland,30/03/2016,,,,92,,,92,95.19354839,125,31
St_Antonien,Switzerland,05/04/2016,,,,38,,,38,17.8,66,20
St_Antonien,Switzerland,02/05/2016,,,,8,,,8,0.258064516,3,4
St_Antonien,Switzerland,14/10/2016,,,,2,,,2,0.064516129,1,2
St_Antonien,Switzerland,10/11/2016,,,,97,,,97,11.86666667,52,17
St_Antonien,Switzerland,10/12/2016,,,,5,,,5,0.258064516,3,3
St_Antonien,Switzerland,15/01/2017,,,,127,,,127,29.22580645,62,29
St_Antonien,Switzerland,03/02/2017,,,,69,,,69,50.60714286,62,28
St_Antonien,Switzerland,06/03/2017,,,,106,,,106,63.41935484,98,31
St_Antonien,Switzerland,07/04/2017,,,,91,,,91,8.5,35,18
St_Antonien,Switzerland,30/05/2017,,,,16,,,16,0.516129032,16,1
St_Antonien,Switzerland,16/10/2017,,,,24,,,24,1,12,4
St_Antonien,Switzerland,27/11/2017,,,,116,,,116,14.8,38,25
St_Antonien,Switzerland,19/12/2017,,,,231,,,231,68.96774194,110,31
St_Antonien,Switzerland,10/01/2018,,,,270,,,270,133.9677419,200,31
St_Antonien,Switzerland,03/02/2018,,,,52,,,52,158.4285714,170,28
St_Antonien,Switzerland,13/03/2018,,,,126,,,126,152.3870968,174,31
St_Antonien,Switzerland,05/04/2018,,,,15,,,15,79.5,152,27
St_Antonien,Switzerland,22/05/2018,,,,1,,,1,0.032258065,1,1
St_Antonien,Switzerland,24/10/2018,,,,31,,,31,1.838709677,28,5
St_Antonien,Switzerland,06/11/2018,,,,18,,,18,1.266666667,12,8
St_Antonien,Switzerland,14/12/2018,,,,121,,,121,29.09677419,52,29
St_Antonien,Switzerland,18/01/2019,,,,398,,,398,122,180,31
St_Antonien,Switzerland,06/02/2019,,,,94,,,94,129.2142857,158,28
St_Antonien,Switzerland,28/03/2019,,,,156,,,156,123.2258065,167,31
St_Antonien,Switzerland,18/04/2019,,,,53,,,53,76.93333333,118,30
St_Antonien,Switzerland,10/05/2019,,,,20,,,20,7.161290323,34,12
St_Margrethenberg,Switzerland,14/01/2015,,,,84,,,84,24.16129032,48,31
St_Margrethenberg,Switzerland,28/02/2015,,,,53,,,53,40.07142857,53,28
St_Margrethenberg,Switzerland,26/03/2015,,,,23,,,23,20.74193548,48,19
St_Margrethenberg,Switzerland,26/04/2015,,,,30,,,30,3.2,28,8
St_Margrethenberg,Switzerland,26/05/2015,,,,0,,,0,0,0,0
St_Margrethenberg,Switzerland,13/10/2015,,,,0,,,0,0,0,0
St_Margrethenberg,Switzerland,07/11/2015,,,,35,,,35,3.966666667,15,10
St_Margrethenberg,Switzerland,18/12/2015,,,,0,,,0,0.516129032,8,3
St_Margrethenberg,Switzerland,17/01/2016,,,,139,,,139,24.80645161,52,28
St_Margrethenberg,Switzerland,24/02/2016,,,,48,,,48,18.75862069,28,29
St_Margrethenberg,Switzerland,12/03/2016,,,,72,,,72,34.83870968,58,29
St_Margrethenberg,Switzerland,21/04/2016,,,,39,,,39,2.066666667,20,6
St_Margrethenberg,Switzerland,25/05/2016,,,,0,,,0,0,0,0
St_Margrethenberg,Switzerland,16/10/2016,,,,0,,,0,0,0,0
St_Margrethenberg,Switzerland,25/11/2016,,,,81,,,81,9.366666667,35,13
St_Margrethenberg,Switzerland,12/12/2016,,,,7,,,7,0.322580645,7,2
St_Margrethenberg,Switzerland,07/01/2017,,,,98,,,98,34.74193548,60,28
St_Margrethenberg,Switzerland,11/02/2017,,,,46,,,46,22.46428571,32,28
St_Margrethenberg,Switzerland,23/03/2017,,,,62,,,62,10.61290323,43,17
St_Margrethenberg,Switzerland,01/04/2017,,,,68,,,68,4.633333333,22,9
St_Margrethenberg,Switzerland,02/05/2017,,,,3,,,3,0.096774194,3,1
St_Margrethenberg,Switzerland,07/10/2017,,,,0,,,0,0,0,0
St_Margrethenberg,Switzerland,21/11/2017,,,,35,,,35,3.4,17,19
St_Margrethenberg,Switzerland,16/12/2017,,,,161,,,161,34.16129032,72,31
St_Margrethenberg,Switzerland,03/01/2018,,,,150,,,150,51.32258065,100,31
St_Margrethenberg,Switzerland,25/02/2018,,,,15,,,15,54.85714286,58,28
St_Margrethenberg,Switzerland,11/03/2018,,,,54,,,54,37.16129032,55,31
St_Margrethenberg,Switzerland,29/04/2018,,,,18,,,18,2.333333333,30,4
St_Margrethenberg,Switzerland,16/05/2018,,,,0,,,0,0,0,0
St_Margrethenberg,Switzerland,02/10/2018,,,,28,,,28,1.870967742,28,3
St_Margrethenberg,Switzerland,19/11/2018,,,,5,,,5,0.333333333,3,4
St_Margrethenberg,Switzerland,25/12/2018,,,,59,,,59,7.741935484,21,21
St_Margrethenberg,Switzerland,25/01/2019,,,,217,,,217,75.70967742,128,31
St_Margrethenberg,Switzerland,23/02/2019,,,,59,,,59,85.5,105,28
St_Margrethenberg,Switzerland,06/03/2019,,,,45,,,45,42.93548387,62,31
St_Margrethenberg,Switzerland,20/04/2019,,,,23,,,23,1.533333333,13,6
St_Margrethenberg,Switzerland,11/05/2019,,,,11,,,11,0.451612903,8,3
St Moritz,Switzerland,19/01/2015,,,,112,,,112,33.77419355,75,31
St Moritz,Switzerland,15/02/2015,,,,39,,,39,51.42857143,69,28
St Moritz,Switzerland,22/03/2015,,,,46,,,46,49.22580645,65,31
St Moritz,Switzerland,10/04/2015,,,,13,,,13,8.633333333,36,13
St Moritz,Switzerland,28/05/2015,,,,38,,,38,1.935483871,30,5
St Moritz,Switzerland,08/10/2015,,,,34,,,34,2,20,7
St Moritz,Switzerland,01/11/2015,,,,1,,,1,0.033333333,1,1
St Moritz,Switzerland,01/12/2015,,,,0,,,0,0,0,0
St Moritz,Switzerland,08/01/2016,,,,65,,,65,26.29032258,42,30
St Moritz,Switzerland,05/02/2016,,,,116,,,116,45.89655172,74,29
St Moritz,Switzerland,29/03/2016,,,,72,,,72,56.51612903,95,31
St Moritz,Switzerland,18/04/2016,,,,51,,,51,3.866666667,27,11
St Moritz,Switzerland,19/05/2016,,,,15,,,15,0.483870968,6,4
St Moritz,Switzerland,06/10/2016,,,,5,,,5,0.161290323,5,1
St Moritz,Switzerland,03/11/2016,,,,40,,,40,6.5,24,16
St Moritz,Switzerland,03/12/2016,,,,1,,,1,0.032258065,1,1
St Moritz,Switzerland,29/01/2017,,,,34,,,34,9.35483871,18,27
St Moritz,Switzerland,20/02/2017,,,,56,,,56,30.35714286,44,28
St Moritz,Switzerland,06/03/2017,,,,50,,,50,22.87096774,44,23
St Moritz,Switzerland,10/04/2017,,,,44,,,44,3.166666667,39,6
St Moritz,Switzerland,21/05/2017,,,,33,,,33,2.290322581,27,5
St Moritz,Switzerland,21/10/2017,,,,1,,,1,0.032258065,1,1
St Moritz,Switzerland,30/11/2017,,,,69,,,69,11.2,39,25
St Moritz,Switzerland,25/12/2017,,,,89,,,89,26.77419355,58,31
St Moritz,Switzerland,23/01/2018,,,,130,,,130,77.77419355,106,31
St Moritz,Switzerland,23/02/2018,,,,28,,,28,83.35714286,100,28
St Moritz,Switzerland,13/03/2018,,,,70,,,70,83.06451613,90,31
St Moritz,Switzerland,25/04/2018,,,,45,,,45,41,82,21
St Moritz,Switzerland,08/05/2018,,,,0,,,0,0,0,0
St Moritz,Switzerland,26/10/2018,,,,52,,,52,4.258064516,42,4
St Moritz,Switzerland,02/11/2018,,,,21,,,21,7.966666667,26,20
St Moritz,Switzerland,15/12/2018,,,,75,,,75,25.19354839,49,31
St Moritz,Switzerland,04/01/2019,,,,61,,,61,38.74193548,60,31
St Moritz,Switzerland,23/02/2019,,,,76,,,76,64.25,102,28
St Moritz,Switzerland,21/03/2019,,,,64,,,64,46.06451613,65,31
St Moritz,Switzerland,05/04/2019,,,,98,,,98,21.96666667,85,20
St Moritz,Switzerland,22/05/2019,,,,14,,,14,0.419354839,4,6
Sta_Maria,Switzerland,30/01/2015,,,,52,,,52,13.32258065,37,20
Sta_Maria,Switzerland,18/02/2015,,,,44,,,44,34.5,48,28
Sta_Maria,Switzerland,02/03/2015,,,,12,,,12,26.06451613,42,30
Sta_Maria,Switzerland,08/04/2015,,,,0,,,0,0.033333333,1,1
Sta_Maria,Switzerland,28/05/2015,,,,0,,,0,0,0,0
Sta_Maria,Switzerland,15/10/2015,,,,6,,,6,0.193548387,4,2
Sta_Maria,Switzerland,08/11/2015,,,,0,,,0,0,0,0
Sta_Maria,Switzerland,21/12/2015,,,,0,,,0,0,0,0
Sta_Maria,Switzerland,17/01/2016,,,,22,,,22,10.06451613,14,29
Sta_Maria,Switzerland,27/02/2016,,,,68,,,68,19.34482759,35,29
Sta_Maria,Switzerland,05/03/2016,,,,47,,,47,22.67741935,48,29
Sta_Maria,Switzerland,06/04/2016,,,,12,,,12,0.4,12,1
Sta_Maria,Switzerland,26/05/2016,,,,0,,,0,0,0,0
Sta_Maria,Switzerland,02/10/2016,,,,1,,,1,0.032258065,1,1
Sta_Maria,Switzerland,19/11/2016,,,,11,,,11,1.866666667,7,11
Sta_Maria,Switzerland,27/12/2016,,,,3,,,3,0.516129032,3,7
Sta_Maria,Switzerland,16/01/2017,,,,19,,,19,6.419354839,14,27
Sta_Maria,Switzerland,22/02/2017,,,,35,,,35,16.03571429,26,28
Sta_Maria,Switzerland,17/03/2017,,,,30,,,30,7.419354839,33,14
Sta_Maria,Switzerland,29/04/2017,,,,8,,,8,0.4,7,3
Sta_Maria,Switzerland,03/05/2017,,,,9,,,9,0.290322581,7,2
Sta_Maria,Switzerland,17/10/2017,,,,0,,,0,0,0,0
Sta_Maria,Switzerland,13/11/2017,,,,35,,,35,3.1,17,19
Sta_Maria,Switzerland,06/12/2017,,,,65,,,65,21.22580645,45,30
Sta_Maria,Switzerland,08/01/2018,,,,105,,,105,61.25806452,89,31
Sta_Maria,Switzerland,07/02/2018,,,,17,,,17,69.10714286,81,28
Sta_Maria,Switzerland,12/03/2018,,,,34,,,34,55.80645161,69,31
Sta_Maria,Switzerland,23/04/2018,,,,0,,,0,5.133333333,28,8
Sta_Maria,Switzerland,06/05/2018,,,,0,,,0,0,0,0
Sta_Maria,Switzerland,15/10/2018,,,,0,,,0,0,0,0
Sta_Maria,Switzerland,28/11/2018,,,,18,,,18,2.733333333,16,12
Sta_Maria,Switzerland,09/12/2018,,,,23,,,23,6.451612903,16,30
Sta_Maria,Switzerland,24/01/2019,,,,27,,,27,8.451612903,15,29
Sta_Maria,Switzerland,04/02/2019,,,,72,,,72,38.64285714,69,28
Sta_Maria,Switzerland,12/03/2019,,,,14,,,14,7.967741935,17,22
Sta_Maria,Switzerland,10/04/2019,,,,50,,,50,2.533333333,37,5
Sta_Maria,Switzerland,04/05/2019,,,,0,,,0,0,0,0
Stockhorn,Switzerland,09/01/2015,,,,166,,,166,72.74193548,142,31
Stockhorn,Switzerland,24/02/2015,,,,128,,,128,130.7857143,175,28
Stockhorn,Switzerland,23/03/2015,,,,70,,,70,121.4193548,156,31
Stockhorn,Switzerland,09/04/2015,,,,51,,,51,103.4333333,137,30
Stockhorn,Switzerland,04/05/2015,,,,42,,,42,14.35483871,68,15
Stockhorn,Switzerland,28/10/2015,,,,11,,,11,0.35483871,10,2
Stockhorn,Switzerland,28/11/2015,,,,116,,,116,14.73333333,60,10
Stockhorn,Switzerland,01/12/2015,,,,3,,,3,30.93548387,53,31
Stockhorn,Switzerland,07/01/2016,,,,232,,,232,78.96774194,132,31
Stockhorn,Switzerland,16/02/2016,,,,224,,,224,128.6551724,165,29
Stockhorn,Switzerland,03/03/2016,,,,127,,,127,170.1612903,209,31
Stockhorn,Switzerland,14/04/2016,,,,72,,,72,84.8,142,30
Stockhorn,Switzerland,13/05/2016,,,,76,,,76,22.16129032,85,17
Stockhorn,Switzerland,09/10/2016,,,,5,,,5,0.161290323,5,1
Stockhorn,Switzerland,03/11/2016,,,,103,,,103,24.66666667,70,22
Stockhorn,Switzerland,07/12/2016,,,,4,,,4,0.193548387,4,2
Stockhorn,Switzerland,14/01/2017,,,,112,,,112,32,69,28
Stockhorn,Switzerland,18/02/2017,,,,102,,,102,55.96428571,84,28
Stockhorn,Switzerland,18/03/2017,,,,129,,,129,72.90322581,141,31
Stockhorn,Switzerland,21/04/2017,,,,58,,,58,6.266666667,41,14
Stockhorn,Switzerland,30/05/2017,,,,29,,,29,6.516129032,38,10
Stockhorn,Switzerland,27/10/2017,,,,13,,,13,0.677419355,13,2
Stockhorn,Switzerland,09/11/2017,,,,123,,,123,23.26666667,49,25
Stockhorn,Switzerland,18/12/2017,,,,254,,,254,90.32258065,148,31
Stockhorn,Switzerland,13/01/2018,,,,212,,,212,152.2580645,212,31
Stockhorn,Switzerland,16/02/2018,,,,91,,,91,205.2857143,226,28
Stockhorn,Switzerland,05/03/2018,,,,219,,,219,228.0645161,296,31
Stockhorn,Switzerland,11/04/2018,,,,28,,,28,205.4333333,300,30
Stockhorn,Switzerland,27/05/2018,,,,3,,,3,20.4516129,108,12
Stockhorn,Switzerland,10/10/2018,,,,17,,,17,1.225806452,17,4
Stockhorn,Switzerland,03/11/2018,,,,9,,,9,0.7,8,5
Stockhorn,Switzerland,23/12/2018,,,,94,,,94,21.25806452,42,29
Stockhorn,Switzerland,27/01/2019,,,,191,,,191,65.48387097,126,31
Stockhorn,Switzerland,25/02/2019,,,,137,,,137,154.0357143,200,28
Stockhorn,Switzerland,05/03/2019,,,,133,,,133,144,181,31
Stockhorn,Switzerland,06/04/2019,,,,74,,,74,101.5,155,30
Stoos,Switzerland,19/01/2015,,,,190,,,190,48.38709677,98,31
Stoos,Switzerland,20/02/2015,,,,124,,,124,95.82142857,135,28
Stoos,Switzerland,17/03/2015,,,,66,,,66,75.48387097,110,31
Stoos,Switzerland,11/04/2015,,,,57,,,57,25.63333333,66,20
Stoos,Switzerland,09/05/2015,,,,11,,,11,0.580645161,9,3
Stoos,Switzerland,14/10/2015,,,,11,,,11,0.419354839,5,4
Stoos,Switzerland,07/11/2015,,,,120,,,120,15.83333333,67,10
Stoos,Switzerland,15/12/2015,,,,2,,,2,22.67741935,45,31
Stoos,Switzerland,12/01/2016,,,,154,,,154,46,88,31
Stoos,Switzerland,03/02/2016,,,,165,,,165,63.27586207,82,29
Stoos,Switzerland,18/03/2016,,,,129,,,129,94.70967742,124,31
Stoos,Switzerland,11/04/2016,,,,96,,,96,13.7,58,16
Stoos,Switzerland,13/05/2016,,,,11,,,11,1.451612903,15,4
Stoos,Switzerland,09/10/2016,,,,2,,,2,0.064516129,1,2
Stoos,Switzerland,26/11/2016,,,,110,,,110,14.93333333,62,16
Stoos,Switzerland,07/12/2016,,,,2,,,2,0.064516129,2,1
Stoos,Switzerland,30/01/2017,,,,160,,,160,53.12903226,90,29
Stoos,Switzerland,07/02/2017,,,,79,,,79,56.78571429,71,28
Stoos,Switzerland,07/03/2017,,,,86,,,86,47,96,28
Stoos,Switzerland,30/04/2017,,,,127,,,127,11.66666667,45,12
Stoos,Switzerland,25/05/2017,,,,14,,,14,1.903225806,23,4
Stoos,Switzerland,16/10/2017,,,,5,,,5,0.161290323,5,1
Stoos,Switzerland,30/11/2017,,,,165,,,165,26.6,55,25
Stoos,Switzerland,06/12/2017,,,,227,,,227,76.93548387,108,31
Stoos,Switzerland,27/01/2018,,,,92,,,92,66.25806452,95,31
Stoos,Switzerland,21/02/2018,,,,89,,,89,90.39285714,116,28
Stoos,Switzerland,08/03/2018,,,,146,,,146,93.12903226,138,31
Stoos,Switzerland,14/04/2018,,,,8,,,8,44.6,134,20
Stoos,Switzerland,04/05/2018,,,,0,,,0,0,0,0
Stoos,Switzerland,16/10/2018,,,,17,,,17,0.838709677,15,3
Stoos,Switzerland,01/11/2018,,,,22,,,22,1.9,17,5
Stoos,Switzerland,21/12/2018,,,,81,,,81,18.77419355,36,26
Stoos,Switzerland,29/01/2019,,,,243,,,243,83.87096774,120,31
Stoos,Switzerland,26/02/2019,,,,84,,,84,114.6428571,146,28
Stoos,Switzerland,19/03/2019,,,,85,,,85,84.67741935,100,31
Stoos,Switzerland,05/04/2019,,,,106,,,106,52.26666667,130,28
Stoos,Switzerland,08/05/2019,,,,51,,,51,3.258064516,37,6
Thusis,Switzerland,07/01/2015,,,,18,,,18,3.451612903,11,24
Thusis,Switzerland,10/02/2015,,,,13,,,13,2.678571429,7,21
Thusis,Switzerland,02/03/2015,,,,0,,,0,0,0,0
Thusis,Switzerland,02/04/2015,,,,1,,,1,0.033333333,1,1
Thusis,Switzerland,11/05/2015,,,,0,,,0,0,0,0
Thusis,Switzerland,19/10/2015,,,,0,,,0,0,0,0
Thusis,Switzerland,03/11/2015,,,,8,,,8,0.4,5,3
Thusis,Switzerland,08/12/2015,,,,0,,,0,0,0,0
Thusis,Switzerland,14/01/2016,,,,8,,,8,1.35483871,5,14
Thusis,Switzerland,13/02/2016,,,,18,,,18,0.931034483,15,4
Thusis,Switzerland,23/03/2016,,,,36,,,36,4.870967742,31,15
Thusis,Switzerland,08/04/2016,,,,13,,,13,0.433333333,6,4
Thusis,Switzerland,03/05/2016,,,,0,,,0,0,0,0
Thusis,Switzerland,02/10/2016,,,,0,,,0,0,0,0
Thusis,Switzerland,24/11/2016,,,,0,,,0,0,0,0
Thusis,Switzerland,11/12/2016,,,,0,,,0,0,0,0
Thusis,Switzerland,07/01/2017,,,,31,,,31,7,18,29
Thusis,Switzerland,08/02/2017,,,,4,,,4,0.321428571,4,5
Thusis,Switzerland,23/03/2017,,,,0,,,0,0,0,0
Thusis,Switzerland,07/04/2017,,,,6,,,6,0.2,5,2
Thusis,Switzerland,29/05/2017,,,,0,,,0,0,0,0
Thusis,Switzerland,29/10/2017,,,,0,,,0,0,0,0
Thusis,Switzerland,26/11/2017,,,,17,,,17,1.066666667,15,4
Thusis,Switzerland,20/12/2017,,,,51,,,51,5.322580645,20,27
Thusis,Switzerland,16/01/2018,,,,61,,,61,11.48387097,35,31
Thusis,Switzerland,06/02/2018,,,,22,,,22,11.92857143,18,28
Thusis,Switzerland,18/03/2018,,,,11,,,11,1.774193548,14,10
Thusis,Switzerland,01/04/2018,,,,0,,,0,0,0,0
Thusis,Switzerland,27/05/2018,,,,0,,,0,0,0,0
Thusis,Switzerland,25/10/2018,,,,31,,,31,1.935483871,31,3
Thusis,Switzerland,19/11/2018,,,,3,,,3,0.133333333,3,2
Thusis,Switzerland,29/12/2018,,,,18,,,18,4.064516129,11,18
Thusis,Switzerland,26/01/2019,,,,90,,,90,20,45,31
Thusis,Switzerland,05/02/2019,,,,2,,,2,10.60714286,22,25
Thusis,Switzerland,23/03/2019,,,,7,,,7,0.225806452,3,4
Thusis,Switzerland,10/04/2019,,,,8,,,8,0.266666667,8,1
Thusis,Switzerland,27/05/2019,,,,0,,,0,0,0,0
Trubsee,Switzerland,20/01/2015,,,,154,,,154,71.96774194,115,31
Trubsee,Switzerland,27/02/2015,,,,114,,,114,114.0357143,144,28
Trubsee,Switzerland,16/03/2015,,,,94,,,94,129.7741935,152,31
Trubsee,Switzerland,16/04/2015,,,,86,,,86,137.0333333,191,30
Trubsee,Switzerland,08/05/2015,,,,53,,,53,26.74193548,87,27
Trubsee,Switzerland,11/10/2015,,,,33,,,33,1.774193548,20,6
Trubsee,Switzerland,15/11/2015,,,,105,,,105,16.53333333,82,10
Trubsee,Switzerland,06/12/2015,,,,11,,,11,39.70967742,55,31
Trubsee,Switzerland,02/01/2016,,,,146,,,146,78.67741935,116,31
Trubsee,Switzerland,11/02/2016,,,,156,,,156,110.862069,143,29
Trubsee,Switzerland,30/03/2016,,,,101,,,101,149.516129,178,31
Trubsee,Switzerland,26/04/2016,,,,141,,,141,106.3666667,155,30
Trubsee,Switzerland,23/05/2016,,,,53,,,53,61.61290323,130,30
Trubsee,Switzerland,05/10/2016,,,,2,,,2,0.096774194,1,3
Trubsee,Switzerland,16/11/2016,,,,75,,,75,18.63333333,55,24
Trubsee,Switzerland,13/12/2016,,,,2,,,2,1.870967742,3,31
Trubsee,Switzerland,03/01/2017,,,,153,,,153,50.09677419,101,31
Trubsee,Switzerland,18/02/2017,,,,79,,,79,58.78571429,75,28
Trubsee,Switzerland,07/03/2017,,,,103,,,103,70.96774194,121,31
Trubsee,Switzerland,17/04/2017,,,,147,,,147,40.3,94,30
Trubsee,Switzerland,12/05/2017,,,,19,,,19,18.64516129,77,16
Trubsee,Switzerland,27/10/2017,,,,17,,,17,0.806451613,10,5
Trubsee,Switzerland,28/11/2017,,,,181,,,181,46.26666667,94,25
Trubsee,Switzerland,18/12/2017,,,,214,,,214,111,136,31
Trubsee,Switzerland,23/01/2018,,,,188,,,188,131.516129,185,31
Trubsee,Switzerland,16/02/2018,,,,115,,,115,183.3571429,215,28
Trubsee,Switzerland,04/03/2018,,,,206,,,206,212.5483871,330,31
Trubsee,Switzerland,02/04/2018,,,,27,,,27,195.3666667,315,30
Trubsee,Switzerland,10/05/2018,,,,3,,,3,46.5483871,110,24
Trubsee,Switzerland,14/10/2018,,,,26,,,26,2.064516129,20,5
Trubsee,Switzerland,08/11/2018,,,,19,,,19,1.833333333,12,14
Trubsee,Switzerland,15/12/2018,,,,78,,,78,31.96774194,55,28
Trubsee,Switzerland,16/01/2019,,,,250,,,250,108.7741935,148,31
Trubsee,Switzerland,10/02/2019,,,,96,,,96,149.4285714,177,28
Trubsee,Switzerland,20/03/2019,,,,95,,,95,141.3225806,160,31
Trubsee,Switzerland,30/04/2019,,,,179,,,179,150.9,220,30
Trubsee,Switzerland,12/05/2019,,,,69,,,69,116.2258065,155,31
Ulrichen,Switzerland,05/01/2015,,,,130,,,130,53.48387097,105,31
Ulrichen,Switzerland,28/02/2015,,,,105,,,105,105.1785714,128,28
Ulrichen,Switzerland,09/03/2015,,,,31,,,31,82.74193548,107,31
Ulrichen,Switzerland,22/04/2015,,,,12,,,12,21.73333333,63,15
Ulrichen,Switzerland,08/05/2015,,,,16,,,16,0.516129032,15,2
Ulrichen,Switzerland,21/10/2015,,,,1,,,1,0.032258065,1,1
Ulrichen,Switzerland,13/11/2015,,,,35,,,35,4.466666667,22,10
Ulrichen,Switzerland,25/12/2015,,,,6,,,6,17.83870968,21,31
